FlightDate,Reporting_Airline,Flight_Number_Reporting_Airline,Origin,Dest,CRSDepTime,CRSArrTime,CRSElapsedTime,DepDelay,ArrDelay,Cancelled,Diverted
2025-02-13,DL,528,LAX,ATL,1056,1813,257.00,-3.00,6.00,0.00,0.00
2025-02-13,DL,395,LAX,ATL,1224,1929,245.00,18.00,-3.00,0.00,0.00
2025-02-13,DL,715,LAX,ATL,1415,2132,257.00,28.00,23.00,0.00,0.00
2025-02-13,DL,471,LAX,ATL,1730,0036,246.00,26.00,23.00,0.00,0.00
2025-02-13,DL,446,LAX,ATL,2155,0504,249.00,25.00,11.00,0.00,0.00
2025-02-13,DL,899,LAX,ATL,2255,0558,243.00,12.00,4.00,0.00,0.00
2025-02-13,DL,320,LAX,ATL,2359,0708,249.00,11.00,-7.00,0.00,0.00
2025-02-13,DL,1264,ORD,ATL,0545,0853,128.00,10.00,32.00,0.00,0.00
2025-02-13,DL,1247,ORD,ATL,0705,1013,128.00,13.00,34.00,0.00,0.00
2025-02-13,DL,1178,ORD,ATL,0935,1237,122.00,-1.00,0.00,0.00,0.00
2025-02-13,DL,1147,ORD,ATL,1115,1413,118.00,4.00,0.00,0.00,0.00
2025-02-13,DL,1477,ORD,ATL,1459,1757,118.00,21.00,6.00,0.00,0.00
2025-02-13,DL,976,ORD,ATL,1655,2001,126.00,5.00,-14.00,0.00,0.00
2025-02-13,DL,2738,ORD,ATL,1837,2149,132.00,23.00,7.00,0.00,0.00
2025-02-13,DL,569,SEA,ATL,0615,1358,283.00,8.00,-15.00,0.00,0.00
2025-02-13,DL,562,SEA,ATL,0845,1631,286.00,3.00,-24.00,0.00,0.00
2025-02-13,DL,542,SEA,ATL,1200,1958,298.00,5.00,-23.00,0.00,0.00
2025-02-13,DL,567,SEA,ATL,1605,2350,285.00,140.00,120.00,0.00,0.00
2025-02-13,DL,652,SEA,ATL,2305,0647,282.00,4.00,-17.00,0.00,0.00
2025-02-14,DL,849,ATL,BOS,0710,0947,157.00,-2.00,-1.00,0.00,0.00
2025-02-14,DL,1178,ATL,ORD,0725,0825,120.00,0.00,49.00,0.00,0.00
2025-02-14,DL,996,ATL,LAX,0730,0945,315.00,-6.00,35.00,0.00,0.00
2025-02-14,DL,444,ATL,SEA,0758,1045,347.00,0.00,8.00,0.00,0.00
2025-02-14,DL,346,ATL,DEN,0820,0946,206.00,83.00,75.00,0.00,0.00
2025-02-14,DL,1147,ATL,ORD,0835,0942,127.00,-4.00,28.00,0.00,0.00
2025-02-14,DL,898,ATL,LAX,0855,1055,300.00,85.00,98.00,0.00,0.00
2025-02-14,DL,995,ATL,DEN,0945,1112,207.00,-1.00,1.00,0.00,0.00
2025-02-14,DL,774,ATL,SEA,0945,1231,346.00,26.00,16.00,0.00,0.00
2025-02-14,DL,855,ATL,BOS,1000,1237,157.00,48.00,32.00,0.00,0.00
2025-02-14,DL,501,ATL,LAX,1039,1250,311.00,91.00,96.00,0.00,0.00
2025-02-14,DL,862,ATL,BOS,1105,1339,154.00,11.00,6.00,0.00,0.00
2025-02-14,DL,396,ATL,DEN,1121,1248,207.00,111.00,104.00,0.00,0.00
2025-02-14,DL,629,ATL,SEA,1138,1418,340.00,1.00,-2.00,0.00,0.00
2025-02-14,DL,350,ATL,BOS,1215,1449,154.00,-2.00,-11.00,0.00,0.00
2025-02-14,DL,895,ATL,LAX,1240,1444,304.00,11.00,16.00,0.00,0.00
2025-02-14,DL,1477,ATL,ORD,1242,1344,122.00,7.00,24.00,0.00,0.00
2025-02-14,DL,530,ATL,DEN,1305,1425,200.00,-1.00,4.00,0.00,0.00
2025-02-14,DL,753,ATL,LAX,1410,1619,309.00,8.00,14.00,0.00,0.00
2025-02-14,DL,519,ATL,DEN,1428,1549,201.00,68.00,83.00,0.00,0.00
2025-02-14,DL,726,ATL,BOS,1435,1708,153.00,28.00,17.00,0.00,0.00
2025-02-14,DL,976,ATL,ORD,1445,1545,120.00,64.00,60.00,0.00,0.00
2025-02-14,DL,1219,ATL,LAX,1515,1722,307.00,90.00,82.00,0.00,0.00
2025-02-14,DL,481,ATL,SEA,1522,1800,338.00,117.00,99.00,0.00,0.00
2025-02-14,DL,821,ATL,BOS,1610,1845,155.00,15.00,0.00,0.00,0.00
2025-02-14,DL,2738,ATL,ORD,1625,1725,120.00,13.00,24.00,0.00,0.00
2025-02-14,DL,301,ATL,LAX,1650,1857,307.00,85.00,92.00,0.00,0.00
2025-02-14,DL,300,ATL,BOS,1755,2031,156.00,-5.00,-24.00,0.00,0.00
2025-02-14,DL,746,ATL,DEN,1820,1948,208.00,21.00,21.00,0.00,0.00
2025-02-14,DL,500,ATL,LAX,1825,2040,315.00,102.00,98.00,0.00,0.00
2025-02-14,DL,472,ATL,SEA,1930,2216,346.00,167.00,147.00,0.00,0.00
2025-02-14,DL,1139,ATL,ORD,1945,2046,121.00,38.00,78.00,0.00,0.00
2025-02-14,DL,518,ATL,BOS,1954,2230,156.00,53.00,34.00,0.00,0.00
2025-02-14,DL,319,ATL,LAX,1955,2205,310.00,-1.00,-4.00,0.00,0.00
2025-02-14,DL,493,ATL,DEN,2120,2246,206.00,27.00,24.00,0.00,0.00
2025-02-14,DL,331,ATL,LAX,2140,2344,304.00,79.00,84.00,0.00,0.00
2025-02-14,DL,865,ATL,BOS,2225,0058,153.00,74.00,56.00,0.00,0.00
2025-02-14,DL,1199,ATL,ORD,2249,2349,120.00,42.00,41.00,0.00,0.00
2025-02-14,DL,695,BOS,ATL,0540,0848,188.00,-8.00,-13.00,0.00,0.00
2025-02-14,DL,923,BOS,ATL,0655,1000,185.00,-1.00,-1.00,0.00,0.00
2025-02-14,DL,456,BOS,ATL,0805,1112,187.00,21.00,-5.00,0.00,0.00
2025-02-14,DL,973,BOS,ATL,0945,1249,184.00,-3.00,-19.00,0.00,0.00
2025-02-14,DL,376,BOS,ATL,1145,1446,181.00,11.00,-1.00,0.00,0.00
2025-02-14,DL,322,BOS,ATL,1347,1645,178.00,64.00,56.00,0.00,0.00
2025-02-14,DL,399,BOS,ATL,1550,1852,182.00,55.00,48.00,0.00,0.00
2025-02-14,DL,385,BOS,ATL,1819,2134,195.00,22.00,6.00,0.00,0.00
2025-02-14,DL,900,BOS,ATL,2025,2336,191.00,-1.00,-18.00,0.00,0.00
2025-02-14,DL,341,DEN,ATL,0600,1053,173.00,-3.00,8.00,0.00,0.00
2025-02-14,DL,431,DEN,ATL,0710,1200,170.00,-2.00,-8.00,0.00,0.00
2025-02-14,DL,346,DEN,ATL,1051,1542,171.00,151.00,138.00,0.00,0.00
2025-02-14,DL,995,DEN,ATL,1217,1705,168.00,25.00,24.00,0.00,0.00
2025-02-14,DL,396,DEN,ATL,1353,1845,172.00,91.00,70.00,0.00,0.00
2025-02-14,DL,530,DEN,ATL,1530,2029,179.00,0.00,-22.00,0.00,0.00
2025-02-14,DL,519,DEN,ATL,1654,2150,176.00,84.00,68.00,0.00,0.00
2025-02-14,DL,390,LAX,ATL,0600,1309,249.00,0.00,-24.00,0.00,0.00
2025-02-14,DL,327,LAX,ATL,0715,1425,250.00,29.00,11.00,0.00,0.00
2025-02-14,DL,515,LAX,ATL,0825,1535,250.00,0.00,-14.00,0.00,0.00
2025-02-14,DL,528,LAX,ATL,1056,1813,257.00,40.00,5.00,0.00,0.00
2025-02-14,DL,395,LAX,ATL,1224,1929,245.00,110.00,89.00,0.00,0.00
2025-02-14,DL,715,LAX,ATL,1415,2132,257.00,69.00,38.00,0.00,0.00
2025-02-14,DL,471,LAX,ATL,1730,0039,249.00,-2.00,-21.00,0.00,0.00
2025-02-14,DL,446,LAX,ATL,2155,0504,249.00,95.00,76.00,0.00,0.00
2025-02-14,DL,899,LAX,ATL,2255,0558,243.00,3.00,-7.00,0.00,0.00
2025-02-14,DL,320,LAX,ATL,2359,0708,249.00,52.00,36.00,0.00,0.00
2025-02-14,DL,1264,ORD,ATL,0545,0853,128.00,100.00,81.00,0.00,0.00
2025-02-14,DL,1247,ORD,ATL,0705,1013,128.00,0.00,32.00,0.00,0.00
2025-02-14,DL,1178,ORD,ATL,0935,1237,122.00,49.00,33.00,0.00,0.00
2025-02-14,DL,1147,ORD,ATL,1115,1413,118.00,-5.00,-22.00,0.00,0.00
2025-02-14,DL,1477,ORD,ATL,1455,1752,117.00,26.00,10.00,0.00,0.00
2025-02-14,DL,976,ORD,ATL,1655,2001,126.00,71.00,51.00,0.00,0.00
2025-02-14,DL,2738,ORD,ATL,1838,2149,131.00,3.00,32.00,0.00,0.00
2025-02-14,DL,569,SEA,ATL,0615,1358,283.00,0.00,8.00,0.00,0.00
2025-02-14,DL,562,SEA,ATL,0845,1631,286.00,1.00,9.00,0.00,0.00
2025-02-14,DL,542,SEA,ATL,1200,1958,298.00,20.00,34.00,0.00,0.00
2025-02-14,DL,567,SEA,ATL,1605,2350,285.00,55.00,37.00,0.00,0.00
2025-02-14,DL,652,SEA,ATL,2305,0647,282.00,801.00,826.00,0.00,0.00
2025-02-15,DL,849,ATL,BOS,0700,0935,155.00,23.00,10.00,0.00,0.00
2025-02-15,DL,996,ATL,LAX,0730,0945,315.00,0.00,1.00,0.00,0.00
2025-02-15,DL,444,ATL,SEA,0758,1045,347.00,21.00,26.00,0.00,0.00
2025-02-15,DL,346,ATL,DEN,0820,0946,206.00,-1.00,-2.00,0.00,0.00
2025-02-15,DL,1147,ATL,ORD,0835,0942,127.00,-4.00,5.00,0.00,0.00
2025-02-15,DL,898,ATL,LAX,0855,1055,300.00,-2.00,-5.00,0.00,0.00
2025-02-15,DL,995,ATL,DEN,0945,1112,207.00,4.00,12.00,0.00,0.00
2025-02-15,DL,774,ATL,SEA,0945,1231,346.00,-1.00,3.00,0.00,0.00
2025-02-15,DL,855,ATL,BOS,1000,1238,158.00,-1.00,-21.00,0.00,0.00
2025-02-15,DL,501,ATL,LAX,1039,1250,311.00,3.00,4.00,0.00,0.00
2025-02-15,DL,862,ATL,BOS,1105,1341,156.00,55.00,39.00,0.00,0.00
2025-02-15,DL,396,ATL,DEN,1121,1248,207.00,34.00,44.00,0.00,0.00
2025-02-15,DL,629,ATL,SEA,1138,1418,340.00,-4.00,-20.00,0.00,0.00
2025-02-15,DL,895,ATL,LAX,1240,1444,304.00,238.00,247.00,0.00,0.00
2025-02-15,DL,1477,ATL,ORD,1240,1342,122.00,9.00,21.00,0.00,0.00
2025-02-15,DL,530,ATL,DEN,1305,1425,200.00,10.00,21.00,0.00,0.00
2025-02-15,DL,753,ATL,LAX,1410,1619,309.00,8.00,1.00,0.00,0.00
2025-02-15,DL,519,ATL,DEN,1428,1549,201.00,58.00,74.00,0.00,0.00
2025-02-15,DL,726,ATL,BOS,1435,1708,153.00,56.00,54.00,0.00,0.00
2025-02-15,DL,976,ATL,ORD,1445,1543,118.00,1.00,-2.00,0.00,0.00
2025-02-15,DL,1219,ATL,LAX,1515,1722,307.00,65.00,83.00,0.00,0.00
2025-02-15,DL,481,ATL,SEA,1545,1827,342.00,14.00,12.00,0.00,0.00
2025-02-15,DL,301,ATL,LAX,1650,1857,307.00,23.00,36.00,0.00,0.00
2025-02-15,DL,2879,ATL,ORD,1740,1847,127.00,-6.00,3.00,0.00,0.00
2025-02-15,DL,300,ATL,BOS,1755,2031,156.00,766.00,764.00,0.00,0.00
2025-02-15,DL,746,ATL,DEN,1820,1948,208.00,71.00,78.00,0.00,0.00
2025-02-15,DL,500,ATL,LAX,1840,2052,312.00,25.00,32.00,0.00,0.00
2025-02-15,DL,472,ATL,SEA,1923,2207,344.00,39.00,25.00,0.00,0.00
2025-02-15,DL,518,ATL,BOS,1954,2230,156.00,35.00,34.00,0.00,0.00
2025-02-15,DL,331,ATL,LAX,2059,2310,311.00,200.00,218.00,0.00,0.00
2025-02-15,DL,493,ATL,DEN,2120,2246,206.00,98.00,98.00,0.00,0.00
2025-02-15,DL,865,ATL,BOS,2225,0058,153.00,55.00,47.00,0.00,0.00
2025-02-15,DL,1199,ATL,ORD,2249,2348,119.00,72.00,69.00,0.00,0.00
2025-02-15,DL,695,BOS,ATL,0540,0848,188.00,-4.00,-12.00,0.00,0.00
2025-02-15,DL,456,BOS,ATL,0700,1010,190.00,-1.00,5.00,0.00,0.00
2025-02-15,DL,973,BOS,ATL,0930,1234,184.00,9.00,-2.00,0.00,0.00
2025-02-15,DL,376,BOS,ATL,1200,1500,180.00,1.00,27.00,0.00,0.00
2025-02-15,DL,923,BOS,ATL,1450,1750,180.00,49.00,48.00,0.00,0.00
2025-02-15,DL,399,BOS,ATL,1550,1852,182.00,-7.00,13.00,0.00,0.00
2025-02-15,DL,900,BOS,ATL,2040,2354,194.00,23.00,73.00,0.00,0.00
2025-02-15,DL,341,DEN,ATL,0600,1053,173.00,10.00,13.00,0.00,0.00
2025-02-15,DL,431,DEN,ATL,0710,1200,170.00,39.00,59.00,0.00,0.00
2025-02-15,DL,346,DEN,ATL,1051,1542,171.00,3.00,34.00,0.00,0.00
2025-02-15,DL,995,DEN,ATL,1217,1705,168.00,14.00,71.00,0.00,0.00
2025-02-15,DL,396,DEN,ATL,1353,1845,172.00,51.00,113.00,0.00,0.00
2025-02-15,DL,530,DEN,ATL,1530,2029,179.00,50.00,95.00,0.00,0.00
2025-02-15,DL,519,DEN,ATL,1654,2150,176.00,68.00,134.00,0.00,0.00
2025-02-15,DL,390,LAX,ATL,0615,1324,249.00,43.00,29.00,0.00,0.00
2025-02-15,DL,327,LAX,ATL,0715,1425,250.00,9.00,-13.00,0.00,0.00
2025-02-15,DL,515,LAX,ATL,0825,1535,250.00,-1.00,-4.00,0.00,0.00
2025-02-15,DL,528,LAX,ATL,1056,1813,257.00,21.00,14.00,0.00,0.00
2025-02-15,DL,395,LAX,ATL,1224,1929,245.00,136.00,133.00,0.00,0.00
2025-02-15,DL,715,LAX,ATL,1415,2132,257.00,7.00,-3.00,0.00,0.00
2025-02-15,DL,471,LAX,ATL,1730,0039,249.00,-8.00,-10.00,0.00,0.00
2025-02-15,DL,446,LAX,ATL,2155,0504,249.00,2.00,64.00,0.00,0.00
2025-02-15,DL,899,LAX,ATL,2255,0558,243.00,165.00,172.00,0.00,0.00
2025-02-15,DL,1264,ORD,ATL,0545,0853,128.00,-3.00,-4.00,0.00,0.00
2025-02-15,DL,1247,ORD,ATL,0705,1013,128.00,2.00,19.00,0.00,0.00
2025-02-15,DL,1147,ORD,ATL,1115,1413,118.00,-3.00,-1.00,0.00,0.00
2025-02-15,DL,1477,ORD,ATL,1455,1752,117.00,5.00,20.00,0.00,0.00
2025-02-15,DL,976,ORD,ATL,1713,2020,127.00,54.00,58.00,0.00,0.00
2025-02-15,DL,569,SEA,ATL,0615,1358,283.00,-1.00,-8.00,0.00,0.00
2025-02-15,DL,562,SEA,ATL,0835,1621,286.00,12.00,-1.00,0.00,0.00
2025-02-15,DL,542,SEA,ATL,1200,1958,298.00,37.00,17.00,0.00,0.00
2025-02-15,DL,567,SEA,ATL,1605,2350,285.00,-1.00,30.00,0.00,0.00
2025-02-15,DL,652,SEA,ATL,2305,0647,282.00,1.00,-20.00,0.00,0.00
2025-02-16,DL,849,ATL,BOS,0710,0947,157.00,-1.00,-15.00,0.00,0.00
2025-02-16,DL,996,ATL,LAX,0730,0945,315.00,23.00,19.00,0.00,0.00
2025-02-16,DL,444,ATL,SEA,0758,1045,347.00,1.00,-17.00,0.00,0.00
2025-02-16,DL,346,ATL,DEN,0820,0946,206.00,0.00,7.00,0.00,0.00
2025-02-16,DL,1147,ATL,ORD,0835,0941,126.00,-1.00,-14.00,0.00,0.00
2025-02-16,DL,898,ATL,LAX,0855,1055,300.00,9.00,-6.00,0.00,0.00
2025-02-16,DL,995,ATL,DEN,0945,1112,207.00,-3.00,4.00,0.00,0.00
2025-02-16,DL,774,ATL,SEA,0945,1231,346.00,151.00,148.00,0.00,0.00
2025-02-16,DL,855,ATL,BOS,1000,1237,157.00,75.00,77.00,0.00,0.00
2025-02-16,DL,501,ATL,LAX,1039,1250,311.00,2.00,-11.00,0.00,0.00
2025-02-16,DL,862,ATL,BOS,1105,1339,154.00,83.00,82.00,0.00,0.00
2025-02-16,DL,396,ATL,DEN,1121,1248,207.00,4.00,10.00,0.00,0.00
2025-02-16,DL,629,ATL,SEA,1138,1418,340.00,11.00,17.00,0.00,0.00
2025-02-16,DL,350,ATL,BOS,1215,1449,154.00,38.00,19.00,0.00,0.00
2025-02-16,DL,895,ATL,LAX,1240,1444,304.00,106.00,106.00,0.00,0.00
2025-02-16,DL,1477,ATL,ORD,1248,1349,121.00,135.00,126.00,0.00,0.00
2025-02-16,DL,530,ATL,DEN,1305,1425,200.00,3.00,13.00,0.00,0.00
2025-02-16,DL,753,ATL,LAX,1410,1619,309.00,10.00,-1.00,0.00,0.00
2025-02-16,DL,519,ATL,DEN,1428,1549,201.00,14.00,18.00,0.00,0.00
2025-02-16,DL,726,ATL,BOS,1435,1708,153.00,-3.00,1.00,0.00,0.00
2025-02-16,DL,976,ATL,ORD,1445,1545,120.00,27.00,18.00,0.00,0.00
2025-02-16,DL,1219,ATL,LAX,1515,1722,307.00,75.00,86.00,0.00,0.00
2025-02-16,DL,481,ATL,SEA,1545,1827,342.00,23.00,29.00,0.00,0.00
2025-02-16,DL,821,ATL,BOS,1610,1845,155.00,31.00,5.00,0.00,0.00
2025-02-16,DL,301,ATL,LAX,1650,1857,307.00,34.00,41.00,0.00,0.00
2025-02-16,DL,1139,ATL,ORD,1740,1847,127.00,58.00,44.00,0.00,0.00
2025-02-16,DL,300,ATL,BOS,1755,2031,156.00,0.00,-9.00,0.00,0.00
2025-02-16,DL,746,ATL,DEN,1820,1948,208.00,59.00,52.00,0.00,0.00
2025-02-16,DL,500,ATL,LAX,1840,2049,309.00,67.00,81.00,0.00,0.00
2025-02-16,DL,472,ATL,SEA,1930,2216,346.00,98.00,102.00,0.00,0.00
2025-02-16,DL,518,ATL,BOS,1954,2230,156.00,,,1.00,0.00
2025-02-16,DL,331,ATL,LAX,2059,2310,311.00,204.00,198.00,0.00,0.00
2025-02-16,DL,493,ATL,DEN,2120,2246,206.00,-5.00,-8.00,0.00,0.00
2025-02-16,DL,865,ATL,BOS,2225,0058,153.00,35.00,99.00,0.00,0.00
2025-02-16,DL,1199,ATL,ORD,2249,2348,119.00,6.00,7.00,0.00,0.00
2025-02-16,DL,695,BOS,ATL,0540,0848,188.00,6.00,48.00,0.00,0.00
2025-02-16,DL,923,BOS,ATL,0655,1000,185.00,53.00,,1.00,0.00
2025-02-16,DL,456,BOS,ATL,0805,1112,187.00,269.00,287.00,0.00,0.00
2025-02-16,DL,973,BOS,ATL,0945,1249,184.00,119.00,143.00,0.00,0.00
2025-02-16,DL,376,BOS,ATL,1145,1446,181.00,6.00,12.00,0.00,0.00
2025-02-16,DL,322,BOS,ATL,1347,1645,178.00,75.00,81.00,0.00,0.00
2025-02-16,DL,399,BOS,ATL,1550,1852,182.00,33.00,56.00,0.00,0.00
2025-02-16,DL,385,BOS,ATL,1819,2134,195.00,,,1.00,0.00
2025-02-16,DL,900,BOS,ATL,2025,2336,191.00,35.00,68.00,0.00,0.00
2025-02-16,DL,341,DEN,ATL,0600,1053,173.00,-8.00,-3.00,0.00,0.00
2025-02-16,DL,431,DEN,ATL,0710,1200,170.00,11.00,9.00,0.00,0.00
2025-02-16,DL,346,DEN,ATL,1051,1542,171.00,5.00,-10.00,0.00,0.00
2025-02-16,DL,995,DEN,ATL,1217,1705,168.00,0.00,-8.00,0.00,0.00
2025-02-16,DL,396,DEN,ATL,1353,1845,172.00,5.00,-8.00,0.00,0.00
2025-02-16,DL,530,DEN,ATL,1530,2029,179.00,12.00,18.00,0.00,0.00
2025-02-16,DL,519,DEN,ATL,1654,2150,176.00,27.00,3.00,0.00,0.00
2025-02-16,DL,390,LAX,ATL,0615,1324,249.00,-2.00,-11.00,0.00,0.00
2025-02-16,DL,327,LAX,ATL,0715,1425,250.00,172.00,155.00,0.00,0.00
2025-02-16,DL,515,LAX,ATL,0825,1535,250.00,61.00,50.00,0.00,0.00
2025-02-16,DL,528,LAX,ATL,1056,1813,257.00,15.00,3.00,0.00,0.00
2025-02-16,DL,395,LAX,ATL,1224,1929,245.00,15.00,11.00,0.00,0.00
2025-02-16,DL,715,LAX,ATL,1415,2132,257.00,-2.00,-28.00,0.00,0.00
2025-02-16,DL,471,LAX,ATL,1730,0039,249.00,-11.00,-29.00,0.00,0.00
2025-02-16,DL,446,LAX,ATL,2159,0508,249.00,78.00,53.00,0.00,0.00
2025-02-16,DL,899,LAX,ATL,2259,0602,243.00,8.00,-10.00,0.00,0.00
2025-02-16,DL,1264,ORD,ATL,0545,0853,128.00,-7.00,14.00,0.00,0.00
2025-02-16,DL,1247,ORD,ATL,0705,1013,128.00,11.00,25.00,0.00,0.00
2025-02-16,DL,1147,ORD,ATL,1115,1414,119.00,3.00,13.00,0.00,0.00
2025-02-16,DL,1477,ORD,ATL,1459,1757,118.00,123.00,118.00,0.00,0.00
2025-02-16,DL,976,ORD,ATL,1713,2020,127.00,6.00,-10.00,0.00,0.00
2025-02-16,DL,569,SEA,ATL,0615,1358,283.00,8.00,-2.00,0.00,0.00
2025-02-16,DL,562,SEA,ATL,0845,1631,286.00,97.00,67.00,0.00,0.00
2025-02-16,DL,542,SEA,ATL,1200,1958,298.00,-3.00,-37.00,0.00,0.00
2025-02-16,DL,567,SEA,ATL,1605,2350,285.00,-3.00,-7.00,0.00,0.00
2025-02-16,DL,652,SEA,ATL,2305,0647,282.00,929.00,907.00,0.00,0.00
2025-02-17,DL,849,ATL,BOS,0710,0947,157.00,2.00,-10.00,0.00,0.00
2025-02-17,DL,1178,ATL,ORD,0725,0825,120.00,-4.00,5.00,0.00,0.00
2025-02-17,DL,996,ATL,LAX,0730,0945,315.00,28.00,16.00,0.00,0.00
2025-02-17,DL,444,ATL,SEA,0758,1045,347.00,9.00,-7.00,0.00,0.00
2025-02-17,DL,346,ATL,DEN,0820,0946,206.00,5.00,7.00,0.00,0.00
2025-02-17,DL,1147,ATL,ORD,0835,0942,127.00,2.00,32.00,0.00,0.00
2025-02-17,DL,898,ATL,LAX,0855,1055,300.00,1.00,6.00,0.00,0.00
2025-02-17,DL,995,ATL,DEN,0945,1112,207.00,-2.00,15.00,0.00,0.00
2025-02-17,DL,774,ATL,SEA,0945,1231,346.00,-1.00,-8.00,0.00,0.00
2025-02-17,DL,855,ATL,BOS,1000,1237,157.00,71.00,54.00,0.00,0.00
2025-02-17,DL,501,ATL,LAX,1039,1250,311.00,19.00,13.00,0.00,0.00
2025-02-17,DL,862,ATL,BOS,1105,1339,154.00,65.00,48.00,0.00,0.00
2025-02-17,DL,396,ATL,DEN,1121,1248,207.00,50.00,43.00,0.00,0.00
2025-02-17,DL,629,ATL,SEA,1138,1418,340.00,10.00,36.00,0.00,0.00
2025-02-17,DL,350,ATL,BOS,1215,1449,154.00,73.00,60.00,0.00,0.00
2025-02-17,DL,895,ATL,LAX,1240,1444,304.00,-1.00,10.00,0.00,0.00
2025-02-17,DL,1477,ATL,ORD,1248,1349,121.00,57.00,71.00,0.00,0.00
2025-02-17,DL,530,ATL,DEN,1305,1425,200.00,0.00,-3.00,0.00,0.00
2025-02-17,DL,753,ATL,LAX,1410,1619,309.00,10.00,21.00,0.00,0.00
2025-02-17,DL,519,ATL,DEN,1428,1549,201.00,-4.00,11.00,0.00,0.00
2025-02-17,DL,726,ATL,BOS,1435,1708,153.00,0.00,-8.00,0.00,0.00
2025-02-17,DL,976,ATL,ORD,1445,1543,118.00,-1.00,1.00,0.00,0.00
2025-02-17,DL,1219,ATL,LAX,1515,1722,307.00,0.00,-8.00,0.00,0.00
2025-02-17,DL,481,ATL,SEA,1522,1800,338.00,23.00,18.00,0.00,0.00
2025-02-17,DL,821,ATL,BOS,1610,1845,155.00,-4.00,-21.00,0.00,0.00
2025-02-17,DL,2738,ATL,ORD,1625,1725,120.00,-6.00,-3.00,0.00,0.00
2025-02-17,DL,301,ATL,LAX,1650,1857,307.00,28.00,13.00,0.00,0.00
2025-02-17,DL,300,ATL,BOS,1755,2031,156.00,53.00,31.00,0.00,0.00
2025-02-17,DL,746,ATL,DEN,1820,1948,208.00,31.00,36.00,0.00,0.00
2025-02-17,DL,500,ATL,LAX,1825,2040,315.00,0.00,-1.00,0.00,0.00
2025-02-17,DL,472,ATL,SEA,1930,2216,346.00,9.00,8.00,0.00,0.00
2025-02-17,DL,1139,ATL,ORD,1945,2046,121.00,22.00,17.00,0.00,0.00
2025-02-17,DL,518,ATL,BOS,1954,2230,156.00,126.00,112.00,0.00,0.00
2025-02-17,DL,319,ATL,LAX,1955,2205,310.00,55.00,51.00,0.00,0.00
2025-02-17,DL,493,ATL,DEN,2120,2246,206.00,41.00,36.00,0.00,0.00
2025-02-17,DL,331,ATL,LAX,2140,2344,304.00,11.00,-1.00,0.00,0.00
2025-02-17,DL,865,ATL,BOS,2225,0058,153.00,32.00,6.00,0.00,0.00
2025-02-17,DL,1199,ATL,ORD,2249,2349,120.00,86.00,77.00,0.00,0.00
2025-02-17,DL,695,BOS,ATL,0540,0848,188.00,16.00,3.00,0.00,0.00
2025-02-17,DL,923,BOS,ATL,0655,1000,185.00,925.00,913.00,0.00,0.00
2025-02-17,DL,456,BOS,ATL,0805,1112,187.00,42.00,39.00,0.00,0.00
2025-02-17,DL,973,BOS,ATL,0945,1249,184.00,18.00,9.00,0.00,0.00
2025-02-17,DL,376,BOS,ATL,1145,1446,181.00,-1.00,11.00,0.00,0.00
2025-02-17,DL,322,BOS,ATL,1347,1645,178.00,98.00,111.00,0.00,0.00
2025-02-17,DL,399,BOS,ATL,1550,1852,182.00,120.00,128.00,0.00,0.00
2025-02-17,DL,385,BOS,ATL,1819,2134,195.00,6.00,7.00,0.00,0.00
2025-02-17,DL,900,BOS,ATL,2025,2336,191.00,75.00,57.00,0.00,0.00
2025-02-17,DL,341,DEN,ATL,0600,1053,173.00,11.00,-7.00,0.00,0.00
2025-02-17,DL,431,DEN,ATL,0710,1200,170.00,10.00,-2.00,0.00,0.00
2025-02-17,DL,346,DEN,ATL,1051,1542,171.00,9.00,-9.00,0.00,0.00
2025-02-17,DL,995,DEN,ATL,1217,1705,168.00,17.00,22.00,0.00,0.00
2025-02-17,DL,396,DEN,ATL,1353,1845,172.00,52.00,37.00,0.00,0.00
2025-02-17,DL,530,DEN,ATL,1530,2029,179.00,15.00,0.00,0.00,0.00
2025-02-17,DL,519,DEN,ATL,1654,2150,176.00,11.00,-3.00,0.00,0.00
2025-02-17,DL,390,LAX,ATL,0615,1324,249.00,1.00,-17.00,0.00,0.00
2025-02-17,DL,327,LAX,ATL,0715,1425,250.00,88.00,80.00,0.00,0.00
2025-02-17,DL,515,LAX,ATL,0825,1535,250.00,3.00,-29.00,0.00,0.00
2025-02-17,DL,528,LAX,ATL,1056,1813,257.00,15.00,-10.00,0.00,0.00
2025-02-17,DL,395,LAX,ATL,1224,1929,245.00,-5.00,1.00,0.00,0.00
2025-02-17,DL,715,LAX,ATL,1415,2132,257.00,1.00,-23.00,0.00,0.00
2025-02-17,DL,471,LAX,ATL,1730,0039,249.00,166.00,141.00,0.00,0.00
2025-02-17,DL,899,LAX,ATL,2155,0502,247.00,-8.00,-32.00,0.00,0.00
2025-02-17,DL,446,LAX,ATL,2255,0600,245.00,-5.00,-20.00,0.00,0.00
2025-02-17,DL,320,LAX,ATL,2359,0709,250.00,113.00,93.00,0.00,0.00
2025-02-17,DL,1264,ORD,ATL,0545,0853,128.00,11.00,-10.00,0.00,0.00
2025-02-17,DL,1247,ORD,ATL,0705,1013,128.00,-1.00,-28.00,0.00,0.00
2025-02-17,DL,1178,ORD,ATL,0935,1237,122.00,-3.00,-26.00,0.00,0.00
